,course_href,course_name,partner_title,instructor,stars,num_reviews,description,outcome,highlight,length,subject,level
63,/learn/machine-learning-with-python,Machine Learning with Python,IBM,SAEED AGHABOZORGI +1 more instructor,4.7,1805,"This course dives into the basics of machine learning using an approachable, and well-known programming language, Python. In this course, we will be reviewing two main components:
First, you will be learning about the purpose of Machine Learning and where it applies to the real world. 
Second, you will get a general overview of Machine Learning topics such as supervised vs unsupervised learning,  model evaluation, and Machine Learning algorithms. 

In this course, you practice with real-life examples of Machine learning and see how it affects society in ways you may not have guessed!

By just putting in a few hours a week for the next few weeks, this is what you’ll get.
1) New skills to add to your resume, such as regression, classification, clustering, sci-kit learn and SciPy 
2) New projects that you can add to your portfolio, including cancer detection, predicting economic trends, predicting customer churn, recommendation engines, and many more.
3) And a certificate in machine learning to prove your competency, and share it anywhere you like online or offline, such as LinkedIn profiles and social media.

If you choose to take this course and earn the Coursera course certificate, you will also earn an IBM digital badge upon successful completion of the course.","['21%got a tangible career benefit from this course', '13%started a new career after completing these courses', '18%got a pay increase or promotion']","['Flexible deadlines', 'Intermediate Level', '100% online', 'English', 'Shareable Certificate']",Approx. 22 hours to complete,data-science,Intermediate
64,/learn/machine-learning-with-python,Machine Learning with Python,IBM,SAEED AGHABOZORGI +1 more instructor,4.7,1805,"This course dives into the basics of machine learning using an approachable, and well-known programming language, Python. In this course, we will be reviewing two main components:
First, you will be learning about the purpose of Machine Learning and where it applies to the real world. 
Second, you will get a general overview of Machine Learning topics such as supervised vs unsupervised learning,  model evaluation, and Machine Learning algorithms. 

In this course, you practice with real-life examples of Machine learning and see how it affects society in ways you may not have guessed!

By just putting in a few hours a week for the next few weeks, this is what you’ll get.
1) New skills to add to your resume, such as regression, classification, clustering, sci-kit learn and SciPy 
2) New projects that you can add to your portfolio, including cancer detection, predicting economic trends, predicting customer churn, recommendation engines, and many more.
3) And a certificate in machine learning to prove your competency, and share it anywhere you like online or offline, such as LinkedIn profiles and social media.

If you choose to take this course and earn the Coursera course certificate, you will also earn an IBM digital badge upon successful completion of the course.","['21%got a tangible career benefit from this course', '13%started a new career after completing these courses', '18%got a pay increase or promotion']","['Flexible deadlines', 'Intermediate Level', '100% online', 'English', 'Shareable Certificate']",Approx. 22 hours to complete,computer-science,Intermediate
65,/learn/machine-learning-with-python,Machine Learning with Python,IBM,SAEED AGHABOZORGI +1 more instructor,4.7,1805,"This course dives into the basics of machine learning using an approachable, and well-known programming language, Python. In this course, we will be reviewing two main components:
First, you will be learning about the purpose of Machine Learning and where it applies to the real world. 
Second, you will get a general overview of Machine Learning topics such as supervised vs unsupervised learning,  model evaluation, and Machine Learning algorithms. 

In this course, you practice with real-life examples of Machine learning and see how it affects society in ways you may not have guessed!

By just putting in a few hours a week for the next few weeks, this is what you’ll get.
1) New skills to add to your resume, such as regression, classification, clustering, sci-kit learn and SciPy 
2) New projects that you can add to your portfolio, including cancer detection, predicting economic trends, predicting customer churn, recommendation engines, and many more.
3) And a certificate in machine learning to prove your competency, and share it anywhere you like online or offline, such as LinkedIn profiles and social media.

If you choose to take this course and earn the Coursera course certificate, you will also earn an IBM digital badge upon successful completion of the course.","['21%got a tangible career benefit from this course', '13%started a new career after completing these courses', '18%got a pay increase or promotion']","['Flexible deadlines', 'Intermediate Level', '100% online', 'English', 'Shareable Certificate']",Approx. 22 hours to complete,data-science,Intermediate
66,/learn/machine-learning-with-python,Machine Learning with Python,IBM,SAEED AGHABOZORGI +1 more instructor,4.7,1805,"This course dives into the basics of machine learning using an approachable, and well-known programming language, Python. In this course, we will be reviewing two main components:
First, you will be learning about the purpose of Machine Learning and where it applies to the real world. 
Second, you will get a general overview of Machine Learning topics such as supervised vs unsupervised learning,  model evaluation, and Machine Learning algorithms. 

In this course, you practice with real-life examples of Machine learning and see how it affects society in ways you may not have guessed!

By just putting in a few hours a week for the next few weeks, this is what you’ll get.
1) New skills to add to your resume, such as regression, classification, clustering, sci-kit learn and SciPy 
2) New projects that you can add to your portfolio, including cancer detection, predicting economic trends, predicting customer churn, recommendation engines, and many more.
3) And a certificate in machine learning to prove your competency, and share it anywhere you like online or offline, such as LinkedIn profiles and social media.

If you choose to take this course and earn the Coursera course certificate, you will also earn an IBM digital badge upon successful completion of the course.","['21%got a tangible career benefit from this course', '13%started a new career after completing these courses', '18%got a pay increase or promotion']","['Flexible deadlines', 'Intermediate Level', '100% online', 'English', 'Shareable Certificate']",Approx. 22 hours to complete,computer-science,Intermediate
67,/learn/gcp-big-data-ml-fundamentals,Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,Google Cloud Training ,4.7,2304,"This course introduces participants to the big data capabilities of Google Cloud. Through a combination of presentations, demos, and hands-on labs, participants get an overview of Google Cloud and a detailed view of the data processing and machine learning capabilities. This course showcases the ease, flexibility, and power of big data solutions on Google Cloud.","['41%started a new career after completing these courses', '39%got a tangible career benefit from this course']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 12 hours to complete,data-science,Intermediate
68,/learn/data-structures,Data Structures,University of California San Diego,Alexander S. Kulikov +3 more instructors,4.6,690,"A good algorithm usually comes together with a set of good data structures that allow the algorithm to manipulate the data efficiently. In this course, we consider the common data structures that are used in various computational problems. You will learn how these data structures are implemented in different programming languages and will practice implementing them in our programming assignments. This will help you to understand what is going on inside a particular built-in implementation of a data structure and what to expect from it. You will also learn typical use cases for these data structures.A few examples of questions that we are going to cover in this class are the following:
1. What is a good strategy of resizing a dynamic array?
2. How priority queues are implemented in C++, Java, and Python?
3. How to implement a hash table so that the amortized running time of all operations is O(1) on average?
4. What are good strategies to keep a binary tree balanced? 

You will also learn how services like Dropbox manage to upload some large files instantly and to save a lot of storage space!","['28%started a new career after completing these courses', '11%got a pay increase or promotion', '30%got a tangible career benefit from this course']","['Course 2 of 6 in the', 'Flexible deadlines', 'Intermediate Level', '100% online', 'English', 'Shareable Certificate']",Approx. 25 hours to complete,data-science,Intermediate
69,/learn/data-structures,Data Structures,University of California San Diego,Alexander S. Kulikov +3 more instructors,4.6,690,"A good algorithm usually comes together with a set of good data structures that allow the algorithm to manipulate the data efficiently. In this course, we consider the common data structures that are used in various computational problems. You will learn how these data structures are implemented in different programming languages and will practice implementing them in our programming assignments. This will help you to understand what is going on inside a particular built-in implementation of a data structure and what to expect from it. You will also learn typical use cases for these data structures.A few examples of questions that we are going to cover in this class are the following:
1. What is a good strategy of resizing a dynamic array?
2. How priority queues are implemented in C++, Java, and Python?
3. How to implement a hash table so that the amortized running time of all operations is O(1) on average?
4. What are good strategies to keep a binary tree balanced? 

You will also learn how services like Dropbox manage to upload some large files instantly and to save a lot of storage space!","['28%started a new career after completing these courses', '11%got a pay increase or promotion', '30%got a tangible career benefit from this course']","['Course 2 of 6 in the', 'Flexible deadlines', 'Intermediate Level', '100% online', 'English', 'Shareable Certificate']",Approx. 25 hours to complete,computer-science,Intermediate
70,/learn/python-plotting,"Applied Plotting, Charting & Data Representation in Python",University of Michigan,Christopher Brooks ,4.5,950,"This course will introduce the learner to information visualization basics, with a focus on reporting and charting using the matplotlib library. The course will start with a design and information literacy perspective, touching on what makes a good and bad visualization, and what statistical measures translate into in terms of visualizations. The second week will focus on the technology used to make visualizations in python, matplotlib, and introduce users to best practices when creating basic charts and how to realize design decisions in the framework. The third week will be a tutorial of functionality available in matplotlib, and demonstrate a variety of basic statistical charts helping learners to identify when a particular method is good for a particular problem. The course will end with a discussion of other forms of structuring and visualizing data. This course should be taken after Introduction to Data Science in Python and before the remainder of the Applied Data Science with Python courses: Applied Machine Learning in Python, Applied Text Mining in Python, and Applied Social Network Analysis in Python.","['26%got a tangible career benefit from this course', '24%started a new career after completing these courses', '14%got a pay increase or promotion']","['Course 2 of 5 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 20 hours to complete,data-science,Intermediate
71,/learn/database-management,Database Management Essentials,University of Colorado System,Michael Mannino ,4.6,648,"Database Management Essentials provides the foundation you need for a career in database development, data warehousing, or business intelligence, as well as for the entire Data Warehousing for Business Intelligence specialization. In this course, you will create relational databases, write SQL statements to extract information to satisfy business reporting requests, create entity relationship diagrams (ERDs) to design databases, and analyze table designs for excessive redundancy. As you develop these skills, you will use either Oracle, MySQL, or PostgreSQL to execute SQL statements and a database diagramming tool such as the ER Assistant or Visual Paradigm to create ERDs. We’ve designed this course to ensure a common foundation for specialization learners. Everyone taking the course can jump right in with writing SQL statements in Oracle, MySQL, or PostgreSQL.","['20%got a pay increase or promotion', '32%started a new career after completing these courses', '35%got a tangible career benefit from this course']","['Flexible deadlines', '100% online', 'Course 1 of 5 in the', 'English', 'Shareable Certificate']",Approx. 36 hours to complete,data-science,Intermediate
72,/learn/aws-machine-learning,Getting Started with AWS Machine Learning,Amazon Web Services,Blaine Sundrud ,4.5,1262,"Machine learning (ML) is one of the fastest growing areas in technology and a highly sought after skillset in today’s job market. The World Economic Forum states the growth of artificial intelligence (AI) could create 58 million net new jobs in the next few years, yet it’s estimated that currently there are 300,000 AI engineers worldwide, but millions are needed. This means there is a unique and immediate opportunity for you to get started with learning the essential ML concepts that are used to build AI applications – no matter what your skill levels are. Learning the foundations of ML now, will help you keep pace with this growth, expand your skills and even help advance your career. This course will teach you how to get started with AWS Machine Learning. Key topics include: Machine Learning on AWS, Computer Vision on AWS, and Natural Language Processing (NLP) on AWS. Each topic consists of several modules deep-diving into variety of ML concepts, AWS services as well as insights from experts to put the concepts into practice.",['11%got a pay increase or promotion'],"['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 9 hours to complete,data-science,Intermediate
73,/learn/excel-intermediate-2,Excel Skills for Business: Intermediate II,Macquarie University,Nicky Bull +2 more instructors,4.8,1331,"Spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces across the world. Learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. In this third course of our Excel specialization Excel Skills for Business you will delve deeper into some of the most powerful features Excel has to offer. When you have successfully completed the course you will be able toCheck for and prevent errors in spreadsheets; 
Create powerful automation in spreadsheets; 
Apply advanced formulas and conditional logic to help make informed business decisions; and
Create spreadsheets that help forecast and model data. 

Once again, we have brought together a great teaching team that will be with you every step of the way. Nicky, Prashan and myself will guide you through each week. As we are exploring these more advanced topics, we are following Alex who is an Excel consultant called in by businesses that experience issues with their spreadsheets.","['18%got a tangible career benefit from this course', '15%started a new career after completing these courses', '10%got a pay increase or promotion']","['Course 3 of 4 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 29 hours to complete,data-science,Intermediate
74,/learn/excel-intermediate-2,Excel Skills for Business: Intermediate II,Macquarie University,Nicky Bull +2 more instructors,4.8,1331,"Spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces across the world. Learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. In this third course of our Excel specialization Excel Skills for Business you will delve deeper into some of the most powerful features Excel has to offer. When you have successfully completed the course you will be able toCheck for and prevent errors in spreadsheets; 
Create powerful automation in spreadsheets; 
Apply advanced formulas and conditional logic to help make informed business decisions; and
Create spreadsheets that help forecast and model data. 

Once again, we have brought together a great teaching team that will be with you every step of the way. Nicky, Prashan and myself will guide you through each week. As we are exploring these more advanced topics, we are following Alex who is an Excel consultant called in by businesses that experience issues with their spreadsheets.","['18%got a tangible career benefit from this course', '15%started a new career after completing these courses', '10%got a pay increase or promotion']","['Course 3 of 4 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 29 hours to complete,business,Intermediate
75,/learn/excel-intermediate-2,Excel Skills for Business: Intermediate II,Macquarie University,Nicky Bull +2 more instructors,4.8,1331,"Spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces across the world. Learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. In this third course of our Excel specialization Excel Skills for Business you will delve deeper into some of the most powerful features Excel has to offer. When you have successfully completed the course you will be able toCheck for and prevent errors in spreadsheets; 
Create powerful automation in spreadsheets; 
Apply advanced formulas and conditional logic to help make informed business decisions; and
Create spreadsheets that help forecast and model data. 

Once again, we have brought together a great teaching team that will be with you every step of the way. Nicky, Prashan and myself will guide you through each week. As we are exploring these more advanced topics, we are following Alex who is an Excel consultant called in by businesses that experience issues with their spreadsheets.","['18%got a tangible career benefit from this course', '15%started a new career after completing these courses', '10%got a pay increase or promotion']","['Course 3 of 4 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 29 hours to complete,data-science,Intermediate
76,/learn/excel-intermediate-2,Excel Skills for Business: Intermediate II,Macquarie University,Nicky Bull +2 more instructors,4.8,1331,"Spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces across the world. Learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. In this third course of our Excel specialization Excel Skills for Business you will delve deeper into some of the most powerful features Excel has to offer. When you have successfully completed the course you will be able toCheck for and prevent errors in spreadsheets; 
Create powerful automation in spreadsheets; 
Apply advanced formulas and conditional logic to help make informed business decisions; and
Create spreadsheets that help forecast and model data. 

Once again, we have brought together a great teaching team that will be with you every step of the way. Nicky, Prashan and myself will guide you through each week. As we are exploring these more advanced topics, we are following Alex who is an Excel consultant called in by businesses that experience issues with their spreadsheets.","['18%got a tangible career benefit from this course', '15%started a new career after completing these courses', '10%got a pay increase or promotion']","['Course 3 of 4 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 29 hours to complete,business,Intermediate
77,/learn/intro-to-deep-learning,Introduction to Deep Learning,HSE University,Evgeny Sokolov +4 more instructors,4.6,403,"The goal of this course is to give learners basic understanding of modern neural networks and their applications in computer vision and natural language understanding. The course starts with a recap of linear models and discussion of stochastic optimization methods that are crucial for training deep neural networks. Learners will study all popular building blocks of neural networks including fully connected layers, convolutional and recurrent layers. Learners will use these building blocks to define complex modern architectures in TensorFlow and Keras frameworks. In the course project learner will implement deep neural network for the task of image captioning which solves the problem of giving a text description for an input image.

The prerequisites for this course are: 
1) Basic knowledge of Python.
2) Basic linear algebra and probability.

Please note that this is an advanced course and we assume basic knowledge of machine learning. You should understand:
1) Linear regression: mean squared error, analytical solution.
2) Logistic regression: model, cross-entropy loss, class probability estimation.
3) Gradient descent for linear models. Derivatives of MSE and cross-entropy loss functions.
4) The problem of overfitting.
5) Regularization for linear models.

Do you have technical problems? Write to us: coursera@hse.ru","['34%got a tangible career benefit from this course', '29%started a new career after completing these courses', '20%got a pay increase or promotion']","['Course 1 of 7 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 34 hours to complete,data-science,Advanced
78,/learn/competitive-data-science,How to Win a Data Science Competition: Learn from Top Kagglers,HSE University,Dmitry Ulyanov +4 more instructors,4.7,261,"If you want to break into competitive data science, then this course is for you! Participating in predictive modelling competitions can help you gain practical experience, improve and harness your data modelling skills in various domains such as credit, insurance, marketing, natural language processing, sales’ forecasting and computer vision to name a few. At the same time you get to do it in a competitive context against thousands of participants where each one tries to build the most predictive algorithm. Pushing each other to the limit can result in better performance and smaller prediction errors. Being able to achieve high ranks consistently can help you accelerate your career in data science.In this course, you will learn to analyse and solve competitively such predictive modelling tasks. 

When you finish this class, you will:

- Understand how to solve predictive modelling competitions efficiently and learn which of the skills obtained can be applicable to real-world tasks.
- Learn how to preprocess the data and generate new features from various sources such as text and images.
- Be taught advanced feature engineering techniques like generating mean-encodings, using aggregated statistical measures or finding nearest neighbors as a means to improve your predictions.
- Be able to form reliable cross validation methodologies that help you benchmark your solutions and avoid overfitting or underfitting when tested with unobserved (test) data. 
- Gain experience of analysing and interpreting the data. You will become aware of inconsistencies, high noise levels, errors and other data-related issues such as leakages and you will learn how to overcome them. 
- Acquire knowledge of different algorithms and learn how to efficiently tune their hyperparameters and achieve top performance. 
- Master the art of combining different machine learning models and learn how to ensemble. 
- Get exposed to past (winning) solutions and codes and learn how to read them.

Disclaimer : This is not a machine learning course in the general sense. This course will teach you how to get high-rank solutions against thousands of competitors with focus on practical usage of machine learning methods rather than the theoretical underpinnings behind them.

Prerequisites: 
- Python: work with DataFrames in pandas, plot figures in matplotlib, import and train models from scikit-learn, XGBoost, LightGBM.
- Machine Learning: basic understanding of linear models, K-NN, random forest, gradient boosting and neural networks.

Do you have technical problems? Write to us: coursera@hse.ru","['14%got a tangible career benefit from this course', '10%got a pay increase or promotion']","['Course 2 of 7 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 54 hours to complete,data-science,Advanced
79,/learn/language-processing,Natural Language Processing,HSE University,Anna Potapenko +4 more instructors,4.5,194,"This course covers a wide range of tasks in Natural Language Processing from basic to advanced: sentiment analysis, summarization, dialogue state tracking, to name a few. Upon completing, you will be able to recognize NLP tasks in your day-to-day work, propose approaches, and judge what techniques are likely to work well.  The final project is devoted to one of the most hot topics in today’s NLP. You will build your own conversational chat-bot that will assist with search on StackOverflow website. The project will be based on practical assignments of the course, that will give you hands-on experience with such tasks as text classification, named entities recognition, and duplicates detection. Throughout the lectures, we will aim at finding a balance between traditional and deep learning techniques in NLP and cover them in parallel. For example, we will discuss word alignment models in machine translation and see how similar it is to attention mechanism in encoder-decoder neural networks. Core techniques are not treated as black boxes. On the contrary, you will get in-depth understanding of what’s happening inside. To succeed in that, we expect your familiarity with the basics of linear algebra and probability theory, machine learning setup, and deep neural networks. Some materials are based on one-month-old papers and introduce you to the very state-of-the-art in NLP research.

Do you have technical problems? Write to us: coursera@hse.ru","['42%got a tangible career benefit from this course', '43%got a pay increase or promotion', '38%started a new career after completing these courses']","['Flexible deadlines', '100% online', 'Course 6 of 7 in the', 'English', 'Shareable Certificate']",Approx. 32 hours to complete,data-science,Advanced
80,/learn/probabilistic-graphical-models,Probabilistic Graphical Models 1: Representation,Stanford University,Daphne Koller ,4.7,296,"Probabilistic graphical models (PGMs) are a rich framework for encoding probability distributions over complex domains: joint (multivariate) distributions over large numbers of random variables that interact with each other. These representations sit at the intersection of statistics and computer science, relying on concepts from probability theory, graph algorithms, machine learning, and more. They are the basis for the state-of-the-art methods in a wide variety of applications, such as medical diagnosis, image understanding, speech recognition, natural language processing, and many, many more. They are also a foundational tool in formulating many machine learning problems. This course is the first in a sequence of three. It describes the two basic PGM representations: Bayesian Networks, which rely on a directed graph; and Markov networks, which use an undirected graph. The course discusses both the theoretical properties of these representations as well as their use in practice. The (highly recommended) honors track contains several hands-on assignments on how to represent some real-world problems. The course also presents some important extensions beyond the basic PGM representation, which allow more complex models to be encoded compactly.","['19%started a new career after completing these courses', '17%got a tangible career benefit from this course']","['Course 1 of 3 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 67 hours to complete,data-science,Advanced
81,/learn/probabilistic-graphical-models,Probabilistic Graphical Models 1: Representation,Stanford University,Daphne Koller ,4.7,296,"Probabilistic graphical models (PGMs) are a rich framework for encoding probability distributions over complex domains: joint (multivariate) distributions over large numbers of random variables that interact with each other. These representations sit at the intersection of statistics and computer science, relying on concepts from probability theory, graph algorithms, machine learning, and more. They are the basis for the state-of-the-art methods in a wide variety of applications, such as medical diagnosis, image understanding, speech recognition, natural language processing, and many, many more. They are also a foundational tool in formulating many machine learning problems. This course is the first in a sequence of three. It describes the two basic PGM representations: Bayesian Networks, which rely on a directed graph; and Markov networks, which use an undirected graph. The course discusses both the theoretical properties of these representations as well as their use in practice. The (highly recommended) honors track contains several hands-on assignments on how to represent some real-world problems. The course also presents some important extensions beyond the basic PGM representation, which allow more complex models to be encoded compactly.","['19%started a new career after completing these courses', '17%got a tangible career benefit from this course']","['Course 1 of 3 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 67 hours to complete,computer-science,Advanced
82,/learn/bayesian-methods-in-machine-learning,Bayesian Methods for Machine Learning,HSE University,Daniil Polykovskiy +1 more instructor,4.5,190,"People apply Bayesian methods in many areas: from game development to drug discovery. They give superpowers to many machine learning algorithms: handling missing data, extracting much more information from small datasets. Bayesian methods also allow us to estimate uncertainty in predictions, which is a desirable feature for fields like medicine. When applied to deep learning, Bayesian methods allow you to compress your models a hundred folds, and automatically tune hyperparameters, saving your time and money.
In six weeks we will discuss the basics of Bayesian methods: from how to define a probabilistic model to how to make predictions from it. We will see how one can automate this workflow and how to speed it up using some advanced techniques. 
We will also see applications of Bayesian methods to deep learning and how to generate new images with it. We will see how new drugs that cure severe diseases be found with Bayesian methods.

Do you have technical problems? Write to us: coursera@hse.ru","['24%got a tangible career benefit from this course', '38%started a new career after completing these courses']","['Course 3 of 7 in the', 'Advanced Level', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 33 hours to complete,data-science,Advanced
83,/learn/measuring-and-maximizing-impact-of-covid-19-contact-tracing,Measuring and Maximizing Impact of COVID-19 Contact Tracing,Johns Hopkins University,"Emily Gurley, PhD, MPH +4 more instructors",4.5,322,"This course aims to provide managers and developers of contact tracing programs guidance on the most important indicators of performance of a contact tracing program, and a tool that can be used to project the likely impact of improvements in specific indicators. Students who complete the course will be proficient in using the Contact Tracing Evaluation and Strategic Support Application (ConTESSA) to estimate the impact of their contact tracing program on transmission and strategizing about how to increase their program’s impact. A secondary audience for the course will be decision makers interested in knowing more about the characteristics of effective contact tracing programs, and strategies to improve. The course is designed for individuals who are already leading contact tracing programs who have significant experience with epidemiology and public health. We strongly recommend completing this course on a laptop or a desktop rather than a phone as you’ll need to complete worksheets and open the course and the application simultaneously.",[],"['Advanced Level', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 3 hours to complete,data-science,Advanced
84,/learn/social-economic-networks,Social and Economic Networks:  Models and Analysis,Stanford University,Matthew O. Jackson ,4.8,138,"Learn how to model social and economic networks and their impact on human behavior.  How do networks form, why do they exhibit certain patterns, and how does their structure impact diffusion, learning, and other behaviors?   We will bring together models and techniques from economics, sociology, math, physics, statistics and computer science to answer these questions.The course begins with some empirical background on social and economic networks, and an overview of concepts used to describe and measure networks. Next, we will cover a set of models of how networks form, including random network models as well as strategic formation models, and some hybrids. We will then discuss a series of models of how networks impact behavior, including contagion, diffusion, learning, and peer influences.

You can find a more detailed syllabus here:  http://web.stanford.edu/~jacksonm/Networks-Online-Syllabus.pdf 

You can find a short introductory videao here: http://web.stanford.edu/~jacksonm/Intro_Networks.mp4","['29%started a new career after completing these courses', '11%got a pay increase or promotion']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 30 hours to complete,data-science,Advanced
85,/learn/social-economic-networks,Social and Economic Networks:  Models and Analysis,Stanford University,Matthew O. Jackson ,4.8,138,"Learn how to model social and economic networks and their impact on human behavior.  How do networks form, why do they exhibit certain patterns, and how does their structure impact diffusion, learning, and other behaviors?   We will bring together models and techniques from economics, sociology, math, physics, statistics and computer science to answer these questions.The course begins with some empirical background on social and economic networks, and an overview of concepts used to describe and measure networks. Next, we will cover a set of models of how networks form, including random network models as well as strategic formation models, and some hybrids. We will then discuss a series of models of how networks impact behavior, including contagion, diffusion, learning, and peer influences.

You can find a more detailed syllabus here:  http://web.stanford.edu/~jacksonm/Networks-Online-Syllabus.pdf 

You can find a short introductory videao here: http://web.stanford.edu/~jacksonm/Intro_Networks.mp4","['29%started a new career after completing these courses', '11%got a pay increase or promotion']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 30 hours to complete,social-sciences,Advanced
86,/learn/social-economic-networks,Social and Economic Networks:  Models and Analysis,Stanford University,Matthew O. Jackson ,4.8,138,"Learn how to model social and economic networks and their impact on human behavior.  How do networks form, why do they exhibit certain patterns, and how does their structure impact diffusion, learning, and other behaviors?   We will bring together models and techniques from economics, sociology, math, physics, statistics and computer science to answer these questions.The course begins with some empirical background on social and economic networks, and an overview of concepts used to describe and measure networks. Next, we will cover a set of models of how networks form, including random network models as well as strategic formation models, and some hybrids. We will then discuss a series of models of how networks impact behavior, including contagion, diffusion, learning, and peer influences.

You can find a more detailed syllabus here:  http://web.stanford.edu/~jacksonm/Networks-Online-Syllabus.pdf 

You can find a short introductory videao here: http://web.stanford.edu/~jacksonm/Intro_Networks.mp4","['29%started a new career after completing these courses', '11%got a pay increase or promotion']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 30 hours to complete,data-science,Advanced
87,/learn/social-economic-networks,Social and Economic Networks:  Models and Analysis,Stanford University,Matthew O. Jackson ,4.8,138,"Learn how to model social and economic networks and their impact on human behavior.  How do networks form, why do they exhibit certain patterns, and how does their structure impact diffusion, learning, and other behaviors?   We will bring together models and techniques from economics, sociology, math, physics, statistics and computer science to answer these questions.The course begins with some empirical background on social and economic networks, and an overview of concepts used to describe and measure networks. Next, we will cover a set of models of how networks form, including random network models as well as strategic formation models, and some hybrids. We will then discuss a series of models of how networks impact behavior, including contagion, diffusion, learning, and peer influences.

You can find a more detailed syllabus here:  http://web.stanford.edu/~jacksonm/Networks-Online-Syllabus.pdf 

You can find a short introductory videao here: http://web.stanford.edu/~jacksonm/Intro_Networks.mp4","['29%started a new career after completing these courses', '11%got a pay increase or promotion']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 30 hours to complete,social-sciences,Advanced
88,/learn/end-to-end-ml-tensorflow-gcp,End-to-End Machine Learning with TensorFlow on GCP,Google Cloud,Google Cloud Training ,4.5,242,"In the first course of this specialization, we will recap what was covered in the  Machine Learning with TensorFlow on Google Cloud Platform Specialization (https://www.coursera.org/specializations/machine-learning-tensorflow-gcp).One of the best ways to review something is to work with the concepts and technologies that you have learned.

So, this course is set up as a workshop and in this workshop, you will do End-to-End Machine Learning with TensorFlow on Google Cloud Platform

Prerequisites:
Basic SQL, familiarity with Python and TensorFlow

>>> By enrolling in this course you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<","['55%got a pay increase or promotion', '60%got a tangible career benefit from this course', '50%started a new career after completing these courses']","['Flexible deadlines', '100% online', 'Course 1 of 5 in the', 'English', 'Shareable Certificate']",Approx. 13 hours to complete,data-science,Advanced
89,/learn/end-to-end-ml-tensorflow-gcp,End-to-End Machine Learning with TensorFlow on GCP,Google Cloud,Google Cloud Training ,4.5,242,"In the first course of this specialization, we will recap what was covered in the  Machine Learning with TensorFlow on Google Cloud Platform Specialization (https://www.coursera.org/specializations/machine-learning-tensorflow-gcp).One of the best ways to review something is to work with the concepts and technologies that you have learned.

So, this course is set up as a workshop and in this workshop, you will do End-to-End Machine Learning with TensorFlow on Google Cloud Platform

Prerequisites:
Basic SQL, familiarity with Python and TensorFlow

>>> By enrolling in this course you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<","['55%got a pay increase or promotion', '60%got a tangible career benefit from this course', '50%started a new career after completing these courses']","['Flexible deadlines', '100% online', 'Course 1 of 5 in the', 'English', 'Shareable Certificate']",Approx. 13 hours to complete,computer-science,Advanced
